dsdbestDenmark,dsdbestSweden,dsdMPSweden,dsdoffshoreSweden,dsdbestGlasgow,dsdMPGlasgow,dsdoffshoreGlasgow,,,,
"5,84214998152158","8,61280497881364","5,79278762464379","8,63944060094956","4,65086916322399","3,11794188417295","4,50763770535676",,,,
"5,79938105074415","8,54975277010565","5,75038006343596","8,57619339945929","4,61682130380136","3,0951162050935","4,47463840790636",,,,
"5,75703244626196","8,48732022854411","5,70838927704032","8,51356778147374","4,5831080613624","3,07251485318214","4,44196342233821",,,,
"5,71509898869026","8,42549971840748","5,66681012983455","8,45155608765743","4,54972531265783","3,05013506421327","4,40960875238553",,,,
"5,67357557532103","8,364283717015","5,62563756222518","8,39015077206524","4,5166689954798","3,02797411488344","4,37757046094312",,,,
"5,6324571787984","8,30366481277409","5,58486658933424","8,32934440018381","4,4839351076075","3,00602932210451","4,34584466904537",,,,
"5,59173884582038","8,24363570326624","5,54449229971188","8,26912964701145","4,45151970577353","2,98429804231069","4,31442755486454",,,,
"5,55141569586601","8,18418919337057","5,50450985407437","8,20949929517592","4,41941890465064","2,96277767077929","4,28331535272868",,,,
"5,51148291994753","8,12531819342426","5,46491448406677","8,15044623308921","4,3876288758584","2,9414656409647","4,25250435215886",,,,
"5,47193577938708","8,06701571741897","5,42570149104995","8,09196345313832","4,35614584698923","2,92035942384553","4,22199089692522",,,,
"5,43276960461714","8,00927488123254","5,38686624491119","8,03404404991149","4,32496610065352","2,89945652728446","4,19177138412154",,,,
"5,39397979400446","7,95208890089503","5,34840418289804","7,97668121845899","4,2940859735434","2,87875449540049","4,16184226325776",,,,
"5,35556181269686","7,89545109088867","5,31031080847486","7,91986825258765","4,2635018555146","2,85825090795353","4,13220003537015",,,,
"5,31751119149229","7,83935486248058","5,27258169020145","7,86359854318855","4,23321018868618","2,83794337974084","4,10284125214882",,,,
"5,27982352572985","7,78379372208787","5,23521246063341","7,80786557659699","4,20320746655772","2,81782956000511","4,07376251508199",,,,
"5,24249447420222","7,72876126967421","5,1981988152438","7,75266293298414","4,17349023314341","2,79790713185407","4,04496047461686",,,,
"5,20551975808894","7,67425119717728","5,16153651136541","7,69798428477963","4,14405508212296","2,77817381169118","4,01643182933657",,,,
"5,16889515991028","7,6202572869665","5,12522136715344","7,64382339512446","4,11489865600872","2,75862734865729","3,98817332515304",,,,
"5,13261652250107","7,56677341033018","5,08924926056807","7,59017411635352","4,08601764532875","2,739265524083","3,96018175451518",,,,
"5,09667974800417","7,51379352599163","5,05361612837637","7,53703038850714","4,0574087878256","2,72008615095147","3,93245395563232",,,,
"5,06108079688311","7,46131167865362","5,01831796517334","7,48438623787095","4,02906886767023","2,70108707337147","3,90498681171236",,,,
"5,02581568695357","7,40932199757042","4,9833508224215","7,43223577554357","4,00099471469097","2,68226616606045","3,8777772502145",,,,
"4,99088049243314","7,35781869514697","4,94871080750874","7,38057319603148","3,9731832036171","2,66362133383746","3,85082224211605",,,,
"4,95627134300912","7,30679606556462","4,91439408282399","7,32939277587042","3,94563125333668","2,64515051112561","3,82411880119319",,,,
"4,92198442292393","7,25624848343272","4,88039686485032","7,27868887227288","3,91833582616852","2,62685166146392","3,79766398331529",,,,
"4,88801597007773","7,20617040246566","4,84671542327519","7,22845592180102","3,89129392714769","2,60872277702844","3,77145488575249",,,,
"4,85436227514787","7,15655635418478","4,81334608011731","7,1786884390646","3,86450260332464","2,5907618781623","3,74548864649636",,,,
"4,82101968072493","7,1074009466446","4,78028520886996","7,1293810154432","3,83795894307728","2,57296701291455","3,7197624435932",,,,
"4,7879845804648","7,05869886318287","4,74752923366033","7,08052831783248","3,81166007543613","2,55533625658774","3,69427349448992",,,,
"4,75525341825673","7,01044486119394","4,71507462842444","7,0321250874137","3,78560316942182","2,5378677112938","3,669019055392",,,,
"4,72282268740673","6,96263377092494","4,6829179160976","6,98416613844625","3,75978543339516","2,52055950551829","3,64399642063354",,,,
"4,69068892983616","6,9152604942944","4,65105566781968","6,93664635708249","3,73420411441907","2,50340979369267","3,61920292205887",,,,
"4,6588487352953","6,86832000373265","4,61948450215533","6,8895607002047","3,70885649763252","2,48641675577458","3,59463592841573",,,,
"4,62729874059122","6,82180734104369","4,58820108432843","6,84290419428337","3,68373990563587","2,46957859683576","3,57029284475959",,,,
"4,59603562883013","6,77571761628812","4,55720212547077","6,79667193425666","3,65885169788771","2,45289354665769","3,54617111186899",,,,
"4,5650561286735","6,73004600668649","4,52648438188448","6,75085908243038","3,6341892701126","2,4363598593346","3,52226820567164",,,,
"4,53435701360787","6,68478775554287","4,49604465431807","6,70546086739823","3,60975005371991","2,41997581288373","3,49858163668102",,,,
"4,50393510122813","6,63993817118813","4,46587978725563","6,6604725829818","3,58553151523309","2,40373970886287","3,47510894944331",,,,
"4,47378725253372","6,59549262594246","4,43598666821915","6,61588958718992","3,56153115572951","2,38764987199472","3,4518477219945",,,,
"4,44391037123784","6,55144655509688","4,40636222708342","6,57170730119696","3,53774651029045","2,37170464979817","3,42879556532722",,,,
"4,41430140308908","6,50779545591322","4,37700343540345","6,52792120833975","3,51417514746109","2,35590241222636","3,40595012286747",,,,
"4,3849573352054","6,46453488664223","4,34790730575411","6,48452685313266","3,49081466872032","2,34024155131113","3,38330906996068",,,,
"4,35587519542025","6,42166046555952","4,31907089108169","6,44151984030057","3,46766270796013","2,32472048081409","3,3608701133672",,,,
"4,32705205164036","6,37916787001889","4,29049128406723","6,39889583382921","3,44471693097442","2,30933763588386","3,33863099076677",,,,
"4,2984850112152","6,33705283552268","4,26216561650118","6,35665055603272","3,42197503495699","2,29409147271958","3,31658947027205",,,,
"4,27017122031773","6,29531115480887","4,23409105866949","6,31477978663787","3,3994347480086","2,27898046824038","3,29474334995081",,,,
"4,24210786333628","6,25393867695457","4,20626481875057","6,27327936188477","3,37709382865282","2,26400311976084","3,27309045735672",,,,
"4,21429216227732","6,21293130649548","4,17868414222314","6,23214517364367","3,35495006536058","2,24915794467228","3,25162864906853",,,,
"4,18672137617886","6,1722850025612","4,15134631128452","6,19137316854752","3,33300127608322","2,23444348012963","3,23035581023748",,,,
"4,15939280053433","6,13199577802578","4,12424864427948","6,15095934713994","3,31124530779381","2,21985828274401","3,20926985414278",,,,
"4,13230376672668","6,09205969867353","4,09738849513903","6,11089976303844","3,28968003603666","2,2054009282807","3,188368721755",,,,
"4,10545164147253","6,0524728823795","4,07076325282934","6,07119052211237","3,26830336448482","2,19107001136248","3,16765038130715",,,,
"4,07883382627618","6,01323149830456","4,04437034081027","6,03182778167549","3,24711322450542","2,17686414517822","3,14711282787343",,,,
"4,05244775689318","5,9743317661046","4,01820721650359","5,99280774969276","3,22610757473261","2,16278196119661","3,12675408295535",,,,
"4,02629090280347","5,93576995515374","3,99227137077047","5,95412668400109","3,20528440064814","2,14882210888497","3,10657219407519",,,,
"4,00036076669365","5,89754238378116","3,96656032739819","5,91578089154389","3,18464171416923","2,13498325543293","3,08656523437656",,,,
"3,97465488394844","5,85964541852128","3,94107164259585","5,87776672761885","3,16417755324366","2,12126408548104","3,06673130223201",,,,
"3,94917082215097","5,82207547337713","3,91580290449892","5,8400805951391","3,14388998145204","2,10766330085406","3,04706852085748",,,,
"3,92390618059182","5,78482900909655","3,89075173268241","5,80271894390712","3,12377708761689","2,09417962029895","3,02757503793346",,,,
"3,89885858978663","5,74790253246096","3,86591577768256","5,76567826990136","3,10383698541866","2,0808117792274","3,00824902523284",,,,
"3,87402571100206","5,7112925955866","3,8412927205268","5,72895511457524","3,08406781301834","2,06755852946286","2,98908867825511",,,,
"3,84940523578998","5,67499579523775","3,81688027227188","5,69254606416834","3,06446773268662","2,05441863899192","2,97009221586698",,,,
"3,82499488552977","5,63900877215195","3,79267617355004","5,65644774902948","3,04503493043954","2,04139089172005","2,95125787994923",,,,
"3,80079241097846","5,60332821037684","3,76867819412293","5,62065684295151","3,02576761568034","2,02847408723149","2,93258393504957",,,,
"3,77679559182864","5,56795083661838","3,74488413244332","5,58517006251753","3,00666402084755","2,01566704055333","2,91406866804162",,,,
"3,753002236274","5,53287341960036","3,72129181522421","5,54998416645842","2,9877224010691","2,00296858192364","2,89571038778962",,,,
"3,7294101805823","5,49809276943482","3,6978990970155","5,51509595502129","2,96894103382234","1,99037755656353","2,87750742481894",,,,
"3,70601728867565","5,46360573700331","3,67470385978775","5,48050226934886","2,95031821859997","1,9778928244532","2,8594581309923",,,,
